DATE,PRCP,SNWD,SNOW,TMAX,TMIN
19810519,0,0,0,66,34
19810520,0,0,0,73,38
19810521,0,0,0,78,43
19810522,0,0,0,76,50
19810523,0,0,0,80,48
19810524,0,0,0,83,49
19810525,0,0,0,80,62
19810526,0,0,0,83,58
19810527,0.11,0,0,68,58
19810528,0,0,0,80,59
19810529,0.01,0,0,77,63
19810530,0.16,0,0,73,56
19810531,0,0,0,69,45
19810601,0,0,0,70,40
19810602,0,0,0,76,53
19810603,0.27,0,0,75,61
19810604,0.04,0,0,79,59
19810605,0,0,0,83,56
19810606,0.02,0,0,81,61
19810607,0,0,0,68,53
19810608,0.07,0,0,80,48
19810609,0.05,0,0,75,56
19810610,0.08,0,0,66,55
19810611,0,0,0,77,52
19810612,0,0,0,77,53
19810613,0.31,0,0,78,50
19810614,0.04,0,0,83,66
19810615,0.18,0,0,91,70
19810616,0.03,0,0,88,66
19810617,0,0,0,74,57
19810618,0,0,0,82,54
19810619,0,0,0,85,59
19810620,0,0,0,70,57
19810621,0.57,0,0,77,57
19810622,0.81,0,0,76,59
19810623,0,0,0,74,56
19810624,0,0,0,77,57
19810625,0.16,0,0,79,55
19810626,0,0,0,69,52
19810627,0,0,0,79,48
19810628,0,0,0,82,50
19810629,0,0,0,88,61
19810630,0.07,0,0,88,69
19810701,0,0,0,83,67
19810702,0.52,0,0,83,69
19810703,0,0,0,81,65
19810704,0,0,0,83,68
19810705,0.38,0,0,76,65
19810706,0,0,0,86,62
19810707,0,0,0,91,63
19810708,0,0,0,92,69
19810709,0.21,0,0,92,71
19810710,0,0,0,86,63
19810711,0,0,0,89,58
19810712,0,0,0,90,65
19810713,0,0,0,89,70
19810714,0,0,0,74,64
19810715,0,0,0,81,57
19810716,0,0,0,83,55
19810717,0,0,0,84,61
19810718,0.03,0,0,85,64
19810719,0.07,0,0,88,68
19810720,2.24,0,0,79,67
19810721,0.07,0,0,74,63
19810722,0,0,0,71,54
19810723,0,0,0,76,50
19810724,0,0,0,78,52
19810725,0,0,0,82,61
19810726,0.01,0,0,78,68
19810727,0,0,0,78,61
19810728,0.83,0,0,69,61
19810729,0.24,0,0,70,56
19810730,0,0,0,81,53
19810731,0,0,0,82,55
19810801,0,0,0,84,60
19810802,0,0,0,84,64
19810803,0,0,0,81,67
19810804,2.32,0,0,80,65
19810805,0,0,0,80,66
19810806,0,0,0,81,60
19810807,0,0,0,81,60
19810808,0.17,0,0,81,66
19810809,0,0,0,80,65
19810810,0.25,0,0,85,62
19810811,0.9,0,0,77,63
19810812,0,0,0,81,60
19810813,0.3,0,0,80,60
19810814,0,0,0,81,66
19810815,0.26,0,0,73,69
19810816,0,0,0,70,59
19810817,0,0,0,71,50
19810818,0,0,0,76,49
19810819,0,0,0,77,49
19810820,0,0,0,80,51
19810821,0,0,0,82,54
19810822,0,0,0,82,60
19810823,0,0,0,82,59
19810824,0.08,0,0,72,64
19810825,0.02,0,0,73,52
19810826,0,0,0,78,49
19810827,0.02,0,0,70,58
19810828,0.05,0,0,68,61
19810829,0,0,0,83,65
19810830,0.04,0,0,77,70
19810831,0.03,0,0,82,66
19810901,0,0,0,84,66
19810902,0.9,0,0,75,68
19810903,0.07,0,0,77,68
19810904,0.8,0,0,69,64
19810905,0.18,0,0,71,64
19810906,0.28,0,0,69,66
19810907,0,0,0,79,63
19810908,0.45,0,0,70,54
19810909,0.02,0,0,60,49
19810910,0,0,0,73,49
19810911,0,0,0,75,52
19810912,0,0,0,75,56
19810913,0,0,0,81,54
19810914,0.22,0,0,79,65
19810915,0,0,0,71,54
19810916,0,0,0,67,55
19810917,0.5,0,0,64,50
19810918,0,0,0,65,48
19810919,0,0,0,63,45
19810920,0.02,0,0,59,41
19810921,1.02,0,0,61,41
19810922,0.44,0,0,52,48
19810923,0.19,0,0,55,46
19810924,0,0,0,60,42
19810925,0,0,0,67,43
19810926,0.02,0,0,69,55
19810927,0.23,0,0,71,53
19810928,0.03,0,0,56,39
19810929,0,0,0,50,35
19810930,0,0,0,51,32
19811001,0.25,0,0,62,42
19811002,0.28,0,0,50,42
19811003,0.19,0,0,51,41
19811004,0,0,0,56,38
19811005,0,0,0,59,49
19811006,0.46,0,0,69,50
19811007,0.23,0,0,50,45
19811008,0,0,0,52,45
19811009,0,0,0,51,37
19811010,0,0,0,55,33
19811011,0,0,0,57,34
19811012,0,0,0,53,30
19811013,0,0,0,63,30
19811014,0,0,0,72,34
19811015,0,0,0,64,46
19811016,0,0,0,56,36
19811017,0,0,0,57,33
19811018,0.09,0,0,58,40
19811019,0.02,0,0.1,42,34
19811020,0,0,0,62,34
19811021,0.02,0,0,53,43
19811022,0.05,0,0,45,41
19811023,0.41,0,0,47,36
19811024,0,0,0,44,30
19811025,0,0,0,56,31
19811026,0.57,0,0,53,47
19811027,0.51,0,0,64,50
19811028,0.21,0,0,50,44
19811029,0,0,0,47,39
19811030,0,0,0,58,39
19811031,0,0,0,62,38
19811101,0,0,0,61,45
19811102,0,0,0,63,44
19811103,0,0,0,56,33
19811104,0,0,0,59,33
19811105,0.12,0,0,68,36
19811106,0.27,0,0.4,55,33
19811107,0.06,1,0.6,44,31
19811108,0,0,0,58,29
19811109,0,0,0,50,24
19811110,0,0,0,42,22
19811111,0,0,0,47,34
19811112,0,0,0,38,26
19811113,0,0,0,51,25
19811114,0,0,0,54,28
19811115,0,0,0,51,35
19811116,0.97,0,0,45,40
19811117,0.03,0,0,46,41
19811118,0.01,0,0,46,43
19811119,0.04,0,0,44,39
19811120,0.33,0,0,50,39
19811121,0.2,0,0.6,40,33
19811122,0.02,0,0.6,33,30
19811123,0,0,0,36,30
19811124,0,0,0,35,26
19811125,0,0,0,35,25
19811126,0.1,0,0,44,26
19811127,0.02,0,0,51,38
19811128,0,0,0,38,36
19811129,0.01,0,0.1,37,29
19811130,0,0,0.1,38,21
19811201,0.1,0,0,41,26
19811202,0,0,0,44,38
19811203,0,0,0,40,29
19811204,0,0,0,40,26
19811205,0.11,0,1.6,35,26
19811206,0,0,0,32,23
19811207,0,0,0,38,26
19811208,0.24,0,1.9,39,26
19811209,0.27,4,7.5,26,21
19811210,0.42,11,15.7,23,19
19811211,0.02,12,0.3,31,22
19811212,0,10,0,31,26
19811213,0,10,0,32,26
19811214,0,8,0,35,19
19811215,0,6,0,36,31
19811216,0,3,0.2,35,26
19811217,0.12,2,1.6,30,22
19811218,0.08,3,1.2,25,9
19811219,0.31,8,8.6,19,12
19811220,0,10,0.2,23,3
19811221,0,9,0,34,15
19811222,0.12,8,1.3,37,29
19811223,0.54,4,0,43,35
19811224,0,2,0,36,27
19811225,0,2,0,35,24
19811226,0,1,0,35,24
19811227,0.11,1,1.8,37,25
19811228,0.22,1,3,36,33
19811229,0.05,3,0.9,34,25
19811230,0,3,0.1,28,17
19811231,0.07,3,0.2,37,17
19820101,0.1,2,0,40,25
19820102,0.01,1,0.2,26,16
19820103,0,1,0,38,20
19820104,0.54,0,0,50,31
19820105,0.19,3,2.9,31,23
19820106,0.02,1,0.2,42,28
19820107,0.03,1,0.6,33,15
19820108,0.09,1,2,21,10
19820109,0.03,3,1.3,19,3
19820110,0.19,3,3.7,4,-6
19820111,0.59,7,10.2,10,-6
19820112,0,12,0,10,-15
19820113,0.03,12,0.8,21,-1
19820114,0.21,11,4.7,20,15
19820115,0.04,14,1.1,20,6
19820116,0.2,11,2.4,28,-6
19820117,0,11,0,-4,-10
19820118,0,11,0.1,10,-7
19820119,0,7,0,23,0
19820120,0,6,0.1,27,8
19820121,0.11,6,1.5,13,6
19820122,0,7,0.1,11,-1
19820123,0.76,7,1.7,39,11
19820124,0.05,7,1.5,17,9
19820125,0.16,8,2.4,13,7
19820126,0.03,9,0.7,13,-2
19820127,0.02,7,0.5,25,6
19820128,0.01,7,0.2,38,23
19820129,0,6,0,26,18
19820130,0.08,5,0.3,38,20
19820131,0.67,5,4.4,33,18
19820201,0.03,8,1.3,31,9
19820202,0,9,0,36,1
19820203,0.16,9,0,36,30
19820204,0,7,0.1,30,5
19820205,0.04,7,0.7,24,4
19820206,0.04,8,0.9,24,7
19820207,0,8,0,29,2
19820208,0,8,0,26,18
19820209,0.24,10,4.5,26,13
19820210,0,10,0,13,0
19820211,0,10,0,23,-1
19820212,0,10,0,23,13
19820213,0.1,10,1.9,24,17
19820214,0.02,11,0.4,29,16
19820215,0,10,0,46,26
19820216,0,4,0,38,25
19820217,0,3,0,27,21
19820218,0.01,3,0,38,25
19820219,0.09,3,0.6,36,32
19820220,0.01,3,0.3,38,32
19820221,0.25,3,3.5,34,33
19820222,0,4,0,34,24
19820223,0,3,0,39,24
19820224,0.01,3,0.3,26,15
19820225,0.01,3,0.3,19,7
19820226,0,3,0.1,27,13
19820227,0,3,0,35,19
19820228,0,2,0,28,15
19820301,0.02,2,0.4,44,15
19820302,0.03,2,0.8,32,16
19820303,0.02,2,0.4,21,9
19820304,0.21,2,0.8,43,9
19820305,0,2,0,43,23
19820306,0,2,0,35,17
19820307,0.04,2,0.6,35,23
19820308,0,2,0,23,14
19820309,0.13,3,2.2,30,15
19820310,0,3,0,43,15
19820311,0.05,2,0,52,38
19820312,0,0,0,41,35
19820313,0.02,0,0,53,37
19820314,0,0,0,45,30
19820315,0,0,0,41,27
19820316,0.33,0,0,43,29
19820317,0.19,0,0,39,33
19820318,0.01,0,0,43,25
19820319,0,0,0,39,28
19820320,0,0,0,46,26
19820321,0.04,0,0,50,35
19820322,0,0,0,46,33
19820323,0,0,0,47,25
19820324,0,0,0,58,28
19820325,0.29,0,0.2,52,32
19820326,0.14,1,2.1,35,20
19820327,0.06,3,1.4,21,16
19820328,0,1,0,32,14
19820329,0,0,0,49,24
19820330,0,0,0,64,28
19820331,0.15,0,0,71,40
19820401,0,0,0,44,30
19820402,0,0,0,44,27
19820403,0.34,0,0.1,56,32
19820404,0.25,0,3.9,33,17
19820405,0.01,3,0.1,32,18
19820406,0.44,2,6.6,25,17
19820407,0,5,0,25,13
19820408,0,5,0,37,18
19820409,0,3,0,43,22
19820410,0,0,0,45,28
19820411,0.07,0,1.7,42,33
19820412,0,0,0,48,30
19820413,0.08,0,0,56,37
19820414,0,0,0,51,32
19820415,0,0,0,69,29
19820416,0,0,0,82,53
19820417,0.05,0,0,78,43
19820418,0,0,0,48,36
19820419,0,0,0,70,35
19820420,0.25,0,0,68,47
19820421,0,0,0,49,33
19820422,0,0,0,49,30
19820423,0,0,0,62,33
19820424,0,0,0,70,47
19820425,0,0,0,78,49
19820426,0.14,0,0,74,49
19820427,0,0,0,51,41
19820428,0,0,0,53,34
19820429,0,0,0,64,30
19820430,0,0,0,71,33
19820501,0,0,0,67,36
19820502,0,0,0,66,38
19820503,0,0,0,68,40
19820504,0,0,0,65,41
19820505,0,0,0,73,42
19820506,0,0,0,84,54
19820507,0.02,0,0,87,61
19820508,0.69,0,0,64,52
19820509,0,0,0,66,44
19820510,0,0,0,66,43
19820511,0,0,0,74,41
19820512,0,0,0,74,54
19820513,0,0,0,69,50
19820514,0,0,0,66,44
19820515,0,0,0,71,43
19820516,0,0,0,80,47
19820517,0.02,0,0,72,48
19820518,0,0,0,76,45
19820519,0.14,0,0,77,58
19820520,0.16,0,0,74,59
19820521,0,0,0,65,49
19820522,0.36,0,0,60,50
19820523,0,0,0,64,54
19820524,0.03,0,0,68,56
19820525,0,0,0,65,51
19820526,0,0,0,76,46
19820527,0,0,0,79,61
19820528,0.31,0,0,73,63
19820529,0,0,0,77,56
19820530,0.01,0,0,77,65
19820531,0.03,0,0,76,66
19820601,0.69,0,0,80,56
19820602,0,0,0,72,48
19820603,0,0,0,59,49
19820604,0,0,0,68,50
19820605,0.9,0,0,62,56
19820606,0.22,0,0,57,53
19820607,0,0,0,73,54
19820608,0,0,0,75,53
19820609,0,0,0,80,51
19820610,0.04,0,0,77,65
19820611,0,0,0,72,56
19820612,0.25,0,0,73,52
19820613,0.65,0,0,75,57
19820614,0,0,0,76,51
19820615,0.02,0,0,78,57
19820616,0.05,0,0,71,60
19820617,0.04,0,0,74,58
19820618,0.01,0,0,77,54
19820619,0.06,0,0,76,53
19820620,0,0,0,69,48
19820621,0.06,0,0,69,55
19820622,0.03,0,0,68,51
19820623,0,0,0,72,52
19820624,0,0,0,75,49
19820625,0.01,0,0,77,59
19820626,0.32,0,0,69,57
19820627,0,0,0,78,52
19820628,0,0,0,81,59
19820629,0.57,0,0,75,65
19820630,0,0,0,74,54
19820701,0,0,0,69,52
19820702,0,0,0,76,50
19820703,0,0,0,71,54
19820704,0,0,0,74,52
19820705,0,0,0,83,49
19820706,0,0,0,87,66
19820707,0.36,0,0,95,73
19820708,0,0,0,85,66
19820709,0,0,0,84,56
19820710,0,0,0,86,60
19820711,0.27,0,0,85,71
19820712,0,0,0,82,66
19820713,0,0,0,78,58
19820714,0,0,0,85,54
19820715,0,0,0,87,65
19820716,0,0,0,91,66
19820717,0.35,0,0,94,74
19820718,0.07,0,0,92,74
19820719,0.04,0,0,83,72
19820720,1.41,0,0,76,60
19820721,0,0,0,80,56
19820722,0,0,0,85,56
19820723,0,0,0,80,61
19820724,0,0,0,84,56
19820725,0,0,0,87,62
19820726,0,0,0,84,69
19820727,0.07,0,0,80,64
19820728,0.56,0,0,72,60
19820729,0,0,0,79,59
19820730,0,0,0,82,58
19820731,0,0,0,80,67
19820801,0,0,0,81,60
19820802,0.7,0,0,75,61
19820803,0,0,0,73,57
19820804,0.3,0,0,84,65
19820805,0,0,0,76,62
19820806,0,0,0,79,58
19820807,0,0,0,85,59
19820808,0.18,0,0,78,63
19820809,0,0,0,81,64
19820810,0,0,0,71,54
19820811,0,0,0,74,49
19820812,0,0,0,73,49
19820813,0,0,0,73,54
19820814,0,0,0,80,54
19820815,0,0,0,83,56
19820816,0,0,0,84,59
19820817,0.01,0,0,78,64
19820818,0,0,0,79,55
19820819,0,0,0,82,56
19820820,0.36,0,0,82,64
19820821,0.09,0,0,64,46
19820822,0.04,0,0,68,45
19820823,0.2,0,0,76,60
19820824,0,0,0,79,58
19820825,1.06,0,0,74,54
19820826,0,0,0,78,52
19820827,0.04,0,0,80,51
19820828,0.02,0,0,65,41
19820829,0,0,0,66,38
19820830,0,0,0,79,55
19820831,0,0,0,74,62
19820901,0.07,0,0,81,61
19820902,0.47,0,0,78,62
19820903,0.02,0,0,72,55
19820904,0,0,0,70,50
19820905,0,0,0,77,53
19820906,0,0,0,78,53
19820907,0,0,0,62,48
19820908,0,0,0,67,44
19820909,0,0,0,79,48
19820910,0,0,0,82,52
19820911,0,0,0,83,56
19820912,0,0,0,87,61
19820913,0,0,0,89,63
19820914,1.09,0,0,87,68
19820915,0.03,0,0,72,58
19820916,0,0,0,67,54
19820917,0,0,0,64,52
19820918,0.07,0,0,67,47
19820919,0,0,0,64,40
19820920,0.04,0,0,73,43
19820921,0.39,0,0,69,49
19820922,0.2,0,0,66,54
19820923,0.08,0,0,58,50
19820924,0,0,0,71,52
19820925,0,0,0,72,54
19820926,0.02,0,0,70,49
19820927,1.04,0,0,63,57
19820928,0.05,0,0,65,55
19820929,0,0,0,67,55
19820930,0,0,0,75,51
19821001,0,0,0,79,55
19821002,0,0,0,64,48
19821003,0,0,0,78,47
19821004,0,0,0,66,46
19821005,0,0,0,73,42
19821006,0,0,0,78,47
19821007,0.23,0,0,75,55
19821008,0,0,0,78,53
19821009,0,0,0,59,47
19821010,0,0,0,64,48
19821011,0.44,0,0,63,46
19821012,0,0,0,66,55
19821013,0.01,0,0,65,51
19821014,0.07,0,0,61,45
19821015,0.06,0,0,58,43
19821016,0.2,0,0,45,39
19821017,0,0,0,49,32
19821018,0,0,0,59,37
19821019,0,0,0,71,41
19821020,0.05,0,0,70,47
19821021,0,0,0,47,40
19821022,0,0,0,44,31
19821023,0,0,0,48,32
19821024,0,0,0,53,29
19821025,0,0,0,52,29
19821026,0,0,0,57,32
19821027,0,0,0,61,35
19821028,0,0,0,64,37
19821029,0,0,0,74,42
19821030,0,0,0,62,43
19821031,0.73,0,0,64,46
19821101,0.28,0,0,61,55
19821102,0.06,0,0,75,56
19821103,0.7,0,0,67,54
19821104,1.06,0,0,54,41
19821105,0.04,0,0.9,41,32
19821106,0,0,0,40,32
19821107,0,0,0,54,30
19821108,0,0,0,57,40
19821109,0,0,0,44,29
19821110,0,0,0,44,28
19821111,0.2,0,0,56,43
19821112,0.42,0,0,72,46
19821113,0,0,0,46,32
19821114,0,0,0,42,31
19821115,0.02,0,0.4,38,24
19821116,0,0,0,46,26
19821117,0,0,0,51,29
19821118,0,0,0,56,28
19821119,0,0,0,58,33
19821120,0.03,0,0,54,48
19821121,0.2,0,0,59,49
19821122,0.03,0,0,49,44
19821123,0.24,0,0,60,46
19821124,0.12,0,0.7,47,24
19821125,0,0,0,38,23
19821126,0.1,0,1,38,33
19821127,0,0,0,33,18
19821128,0.27,0,0,44,21
19821129,0.18,0,0,50,44
19821130,0,0,0,47,41
19821201,0,0,0,60,42
19821202,0,0,0,65,49
19821203,0,0,0,72,58
19821204,0.1,0,0,66,43
19821205,0.24,0,0,68,43
19821206,0.03,0,0,60,34
19821207,0,0,0,46,33
19821208,0,0,0,45,28
19821209,0.11,1,1.4,33,8
19821210,0,1,0,34,6
19821211,0,0,0,34,16
19821212,0.1,0,2.3,24,10
19821213,0,2,0,28,6
19821214,0,1,0,41,26
19821215,0.18,0,0,46,41
19821216,0.32,0,0.3,50,27
19821217,0.04,0,1.1,27,17
19821218,0,1,0,34,11
19821219,0.18,1,2.8,34,28
19821220,0.11,3,2.1,34,29
19821221,0.07,4,0.9,33,29
19821222,0,4,0,34,29
19821223,0.09,3,0.4,40,33
19821224,0.14,0,0,58,39
19821225,0.19,0,0,66,47
19821226,0.05,0,0,66,28
19821227,0.18,0,0,47,27
19821228,0.03,0,0,68,41
19821229,0.01,0,0.3,41,29
19821230,0,0,0,29,25
19821231,0,0,0,34,21
19830101,0,0,0,37,30
19830102,0,0,0,36,30
19830103,0.01,0,0.2,30,21
19830104,0,0,0,32,10
19830105,0,0,0,41,30
19830106,0.01,0,0.1,37,33
19830107,0.05,0,0.1,40,34
19830108,0,0,0,36,24
19830109,0,0,0,39,16
19830110,0.28,0,0,46,36
19830111,0.06,0,0.1,43,35
19830112,0.09,0,1.3,35,14
19830113,0,1,0,27,11
19830114,0.11,0,1.3,35,27
19830115,0.07,1,1.1,34,28
19830116,0.06,3,1,28,18
19830117,0.06,3,1.5,19,14
19830118,0.08,4,1.8,14,5
19830119,0,4,0.4,14,4
19830120,0,4,0.2,19,-1
19830121,0,4,0,29,-1
19830122,0,4,0,34,14
19830123,0.35,2,0,38,34
19830124,0.04,1,0,36,34
19830125,0.05,0,1,36,25
19830126,0,0,0.1,26,17
19830127,0,0,0,30,17
19830128,0,0,0,37,18
19830129,0,0,0,46,21
19830130,0.11,0,0,43,31
19830131,0,0,0,36,34
19830201,0,0,0,34,27
19830202,0.36,0,0,50,29
19830203,0.1,0,0,44,34
19830204,0.25,1,3.2,34,14
19830205,0.01,3,0.4,21,6
19830206,0,2,0,30,14
19830207,0.22,1,4.1,30,24
19830208,0.09,5,1.9,29,14
19830209,0.02,5,0.5,20,4
19830210,0,5,0.1,17,2
19830211,0,5,0,20,3
19830212,0.01,5,0.2,25,5
19830213,0,4,0,35,3
19830214,0,4,0,45,17
19830215,0,2,0,41,34
19830216,0,2,0,47,33
19830217,0,0,0,40,37
19830218,0,0,0,38,28
19830219,0,0,0,43,28
19830220,0,0,0,55,25
19830221,0,0,0,50,27
19830222,0,0,0,44,27
19830223,0.03,0,0,48,36
19830224,0.01,0,0.2,37,30
19830225,0.13,2,3,32,24
19830226,0,3,0,30,20
19830227,0,2,0,45,20
19830228,0,0,0,54,27
19830301,0,0,0,48,28
19830302,0,0,0,48,28
19830303,0.04,0,0,48,36
19830304,0.02,0,0,48,36
19830305,0.03,0,0,55,36
19830306,0.01,0,0,62,43
19830307,0,0,0,65,46
19830308,0.04,0,0,53,42
19830309,0.09,0,0,47,42
19830310,0.12,0,0,42,36
19830311,0.49,1,4.9,38,33
19830312,0,2,0,40,29
19830313,0,0,0,47,26
19830314,0,0,0,53,28
19830315,0,0,0,46,36
19830316,0,0,0,49,35
19830317,0,0,0,57,30
19830318,0.16,0,0,54,38
19830319,0.11,0,0,56,41
19830320,0,0,0,41,29
19830321,0.45,0,1.1,34,29
19830322,0.08,1,1.3,29,16
19830323,0.05,2,1.6,27,14
19830324,0,3,0,26,12
19830325,0,1,0,29,9
19830326,0,1,0,39,15
19830327,0.43,0,0.3,41,30
19830328,0.32,0,0,43,34
19830329,0.01,0,0.1,35,25
19830330,0,0,0,38,20
19830331,0,0,0,43,23
19830401,0,0,0,48,22
19830402,0.24,0,0,51,24
19830403,0.17,0,0,50,39
19830404,0,0,0,50,40
19830405,0,0,0,48,40
19830406,0,0,0,53,38
19830407,0.19,0,0,64,46
19830408,0,0,0,52,35
19830409,0.08,0,0,52,36
19830410,0.17,0,0,53,42
19830411,0.02,0,0,48,39
19830412,0,0,0,51,33
19830413,0,0,0,62,30
19830414,0.05,0,0,56,49
19830415,0.36,0,0,51,38
19830416,0,0,0,45,31
19830417,0,0,0,44,25
19830418,0.04,0,0.5,40,28
19830419,0.21,0,3.5,37,31
19830420,0.29,4,3.6,37,32
19830421,0.16,4,1.1,39,33
19830422,0,2,0,49,27
19830423,0,0,0,55,32
19830424,0.58,0,0,44,40
19830425,0.43,1,3.5,42,34
19830426,0,0,0,64,38
19830427,0,0,0,72,42
19830428,0.04,0,0,69,44
19830429,0.12,0,0,60,45
19830430,0.35,0,0,66,47
19830501,0.51,0,0,56,47
19830502,0.56,0,0,78,53
19830503,0.17,0,0,60,46
19830504,0,0,0,57,42
19830505,0.05,0,0,53,37
19830506,0,0,0,63,31
19830507,0.01,0,0,84,57
19830508,0.31,0,0,62,39
19830509,0,0,0,48,35
19830510,0,0,0,54,34
19830511,0,0,0,58,36
19830512,0,0,0,62,40
19830513,0,0,0,70,41
19830514,0.06,0,0,81,45
19830515,0.29,0,0,66,46
19830516,0,0,0,47,37
19830517,0,0,0,55,30
19830518,0,0,0,62,33
19830519,0.47,0,0,66,49
19830520,0,0,0,71,52
19830521,0,0,0,70,48
19830522,0.2,0,0,65,50
19830523,0,0,0,72,54
19830524,0,0,0,65,47
19830525,0.27,0,0,72,47
19830526,0.01,0,0,57,45
19830527,0,0,0,56,42
19830528,0,0,0,65,41
19830529,0.23,0,0,66,51
19830530,0.1,0,0,71,50
19830531,0.2,0,0,70,48
19830601,0,0,0,62,46
19830602,0,0,0,68,44
19830603,0.01,0,0,71,44
19830604,0.04,0,0,66,51
19830605,0.04,0,0,75,54
19830606,0.47,0,0,60,47
19830607,0,0,0,69,44
19830608,0,0,0,62,40
19830609,0,0,0,76,39
19830610,0,0,0,81,58
19830611,0,0,0,80,53
19830612,0,0,0,88,60
19830613,0,0,0,89,58
19830614,0,0,0,89,61
19830615,0,0,0,89,63
19830616,0.52,0,0,86,65
19830617,0.8,0,0,84,64
19830618,0,0,0,81,63
19830619,0,0,0,81,57
19830620,0,0,0,81,63
19830621,0,0,0,84,60
19830622,0,0,0,86,59
19830623,0,0,0,87,62
19830624,0,0,0,82,61
19830625,0,0,0,73,54
19830626,0.01,0,0,89,54
19830627,0.06,0,0,85,64
19830628,0.45,0,0,68,58
19830629,0,0,0,76,50
19830630,0,0,0,81,54
19830701,0,0,0,89,68
19830702,0,0,0,87,71
19830703,0,0,0,93,69
19830704,0.04,0,0,92,71
19830705,0,0,0,82,60
19830706,0,0,0,69,54
19830707,0,0,0,74,50
19830708,0,0,0,82,61
19830709,0.04,0,0,75,61
19830710,0,0,0,74,50
19830711,0,0,0,85,56
19830712,0,0,0,93,64
19830713,0,0,0,84,61
19830714,0,0,0,90,58
19830715,0,0,0,96,70
19830716,0,0,0,93,67
19830717,0,0,0,87,58
19830718,0,0,0,90,70
19830719,0,0,0,90,66
19830720,0,0,0,87,63
19830721,0.25,0,0,89,63
19830722,0,0,0,78,56
19830723,0,0,0,82,53
19830724,0,0,0,80,64
19830725,0,0,0,84,58
19830726,0,0,0,85,59
19830727,0,0,0,87,58
19830728,0.06,0,0,92,65
19830729,0.16,0,0,80,73
19830730,0.15,0,0,85,73
19830731,0.43,0,0,81,72
19830801,0.12,0,0,81,67
19830802,0,0,0,82,62
19830803,0,0,0,85,61
19830804,2.28,0,0,79,70
19830805,0,0,0,84,68
19830806,0,0,0,85,70
19830807,0,0,0,86,69
19830808,0.4,0,0,90,63
19830809,0,0,0,74,60
19830810,0,0,0,71,55
19830811,1.03,0,0,65,60
19830812,0.15,0,0,72,57
19830813,0,0,0,73,50
19830814,0,0,0,78,50
19830815,0,0,0,78,56
19830816,0,0,0,84,57
19830817,0.01,0,0,87,63
19830818,0.01,0,0,81,65
19830819,0,0,0,86,61
19830820,0,0,0,85,67
19830821,0,0,0,76,54
19830822,0.28,0,0,77,61
19830823,0,0,0,77,57
19830824,0,0,0,77,55
19830825,0,0,0,83,58
19830826,0.05,0,0,86,67
19830827,0.02,0,0,87,66
19830828,0.14,0,0,81,66
19830829,0,0,0,82,61
19830830,0.87,0,0,74,64
19830831,0.07,0,0,77,61
19830901,0,0,0,75,55
19830902,0,0,0,82,55
19830903,0,0,0,84,56
19830904,0,0,0,85,63
19830905,0,0,0,87,69
19830906,0.1,0,0,87,68
19830907,0.18,0,0,77,57
19830908,0,0,0,76,52
19830909,0,0,0,82,57
19830910,0,0,0,89,70
19830911,0,0,0,80,60
19830912,0,0,0,74,56
19830913,0,0,0,67,49
19830914,0.07,0,0,66,46
19830915,0,0,0,69,43
19830916,0.19,0,0,63,56
19830917,0.07,0,0,72,54
19830918,0.06,0,0,77,49
19830919,0.25,0,0,86,67
19830920,0,0,0,88,67
19830921,0.6,0,0,80,49
19830922,0,0,0,58,42
19830923,0.02,0,0,57,40
19830924,0,0,0,63,38
19830925,0,0,0,68,41
19830926,0.02,0,0,68,50
19830927,0,0,0,67,52
19830928,0,0,0,69,48
19830929,0,0,0,73,43
19830930,0,0,0,73,42
19831001,0,0,0,77,58
19831002,0,0,0,74,55
19831003,0.01,0,0,84,59
19831004,0.29,0,0,79,63
19831005,0.68,0,0,68,54
19831006,0.13,0,0,65,49
19831007,0,0,0,63,42
19831008,0.14,0,0,70,50
19831009,0,0,0,53,49
19831010,0,0,0,61,37
19831011,0,0,0,65,50
19831012,0.18,0,0,66,57
19831013,0.79,0,0,81,56
19831014,0.03,0,0,57,44
19831015,0,0,0,57,38
19831016,0,0,0,57,37
19831017,0,0,0,65,47
19831018,0,0,0,57,44
19831019,0,0,0,52,40
19831020,0,0,0,54,30
19831021,0,0,0,55,29
19831022,0,0,0,55,37
19831023,0.62,0,0,54,46
19831024,0,0,0,52,47
19831025,0.04,0,0,53,47
19831026,0.15,0,0,51,42
19831027,0.19,0,0,50,39
19831028,0.01,0,0,73,45
19831029,0,0,0,50,31
19831030,0,0,0,50,26
19831031,0,0,0,56,29
19831101,0,0,0,65,32
19831102,0.26,0,0,66,53
19831103,0.23,0,0.5,56,32
19831104,0.67,2,4.4,37,30
19831105,0.23,0,1.1,40,32
19831106,0.01,0,0,44,36
19831107,0,0,0,53,36
19831108,0,0,0,63,35
19831109,0,0,0,66,46
19831110,0.66,0,0,59,46
19831111,0.66,0,0.9,49,31
19831112,0.19,2,1.9,32,21
19831113,0,2,0,32,19
19831114,0,1,0,41,22
19831115,0.52,1,0,43,27
19831116,0.08,0,0,44,34
19831117,0.12,0,1.3,36,31
19831118,0,0,0,39,29
19831119,0,0,0,45,36
19831120,0.15,0,0,63,43
19831121,0,0,0,55,44
19831122,0,0,0,53,30
19831123,0.03,0,0,55,30
19831124,0.02,0,0,56,38
19831125,0.02,0,0.2,38,32
19831126,0,0,0,43,33
